TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
void,worker Thread Wait,NM N V,Wait,N,V,N,VBP,2,3,2,4,V,{'swift.srcml.xml_identifiers'},1062,2936
vec3,world To Screen,N P N,world,NM,FAILURE,N,N,0,3,0,4,N,{'corenlp.srcml.xml_identifiers'},1063,2937
vec3,world To Screen,N P N,To,NM,FAILURE,P,P,1,3,1,4,P,{'corenlp.srcml.xml_identifiers'},1063,2938
vec3,world To Screen,N P N,Screen,N,FAILURE,N,V,2,3,2,4,N,{'corenlp.srcml.xml_identifiers'},1063,2939
RunListener,wrap If Not Thread Safe,V CJ VM NM N,wrap,V,FAILURE,VBP,VBP,0,5,0,4,V,{'antlr4.srcml.xml_identifiers'},1064,2940
RunListener,wrap If Not Thread Safe,V CJ VM NM N,If,NM,FAILURE,P,P,1,5,1,4,CJ,{'antlr4.srcml.xml_identifiers'},1064,2941
RunListener,wrap If Not Thread Safe,V CJ VM NM N,Not,DT,FAILURE,VM,VM,2,5,1,4,VM,{'antlr4.srcml.xml_identifiers'},1064,2942
RunListener,wrap If Not Thread Safe,V CJ VM NM N,Thread,NM,FAILURE,N,N,3,5,1,4,NM,{'antlr4.srcml.xml_identifiers'},1064,2943
RunListener,wrap If Not Thread Safe,V CJ VM NM N,Safe,N,FAILURE,NM,NM,4,5,2,4,N,{'antlr4.srcml.xml_identifiers'},1064,2944
void,write Node Materials,V NM NPL,write,V,V,VBP,VBP,0,3,0,4,V,{'blender.srcml.xml_identifiers'},1065,2945
void,write Node Materials,V NM NPL,Node,NM,N,N,N,1,3,1,4,NM,{'blender.srcml.xml_identifiers'},1065,2946
void,write Node Materials,V NM NPL,Materials,N,N,NPL,NPL,2,3,2,4,NPL,{'blender.srcml.xml_identifiers'},1065,2947
void,write tcp data,V NM N,write,V,V,VBP,VBP,0,3,0,4,V,{'gimp.srcml.xml_identifiers'},1066,2948
void,write tcp data,V NM N,tcp,NM,N,NM,N,1,3,1,4,NM,{'gimp.srcml.xml_identifiers'},1066,2949
void,write tcp data,V NM N,data,N,N,NPL,NPL,2,3,2,4,N,{'gimp.srcml.xml_identifiers'},1066,2950
int,x Tilt,NM N,x,PRE,N,N,VBP,0,2,0,4,NM,{'kdevelop.srcml.xml_identifiers'},1067,2951
int,x Tilt,NM N,Tilt,V,V,N,N,1,2,2,4,N,{'kdevelop.srcml.xml_identifiers'},1067,2952
int,a pos,PRE N,a,NM,FAILURE,DT,DT,0,2,0,5,PRE,{'kdevelop.srcml.xml_identifiers'},1068,2953
int,a pos,PRE N,pos,N,FAILURE,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1068,2954
int64t,abs deadline n sec value,NM NM NM NM N,abs,NM,N,NM,N,0,5,0,5,NM,{'grpc.srcml.xml_identifiers'},1069,2955
int64t,abs deadline n sec value,NM NM NM NM N,deadline,NM,N,N,N,1,5,1,5,NM,{'grpc.srcml.xml_identifiers'},1069,2956
int64t,abs deadline n sec value,NM NM NM NM N,n,NM,N,N,N,2,5,1,5,NM,{'grpc.srcml.xml_identifiers'},1069,2957
int64t,abs deadline n sec value,NM NM NM NM N,sec,NM,NM,N,N,3,5,1,5,NM,{'grpc.srcml.xml_identifiers'},1069,2958
int64t,abs deadline n sec value,NM NM NM NM N,value,N,N,N,N,4,5,2,5,N,{'grpc.srcml.xml_identifiers'},1069,2959
ofVec3f,accelerometer Data,NM N,accelerometer,NM,N,N,N,0,2,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1070,2960
ofVec3f,accelerometer Data,NM N,Data,N,N,NPL,NPL,1,2,2,5,N,{'openFrameworks.srcml.xml_identifiers'},1070,2961
boolean,accepting Tasks,NM NPL,accepting,NM,NM,VBG,VBG,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1071,2962
boolean,accepting Tasks,NM NPL,Tasks,N,N,NPL,NPL,1,2,2,5,NPL,{'jenkins.srcml.xml_identifiers'},1071,2963
grpcresolvedaddress,addr,N,addr,N,N,N,N,0,1,0,5,N,{'grpc.srcml.xml_identifiers'},1072,2964
vector,all Factors,DT NPL,all,DT,DT,DT,DT,0,2,0,5,DT,{'QuantLib.srcml.xml_identifiers'},1073,2965
vector,all Factors,DT NPL,Factors,N,N,NPL,NPL,1,2,2,5,NPL,{'QuantLib.srcml.xml_identifiers'},1073,2966
String,alt Name,NM N,alt,NM,N,N,DT,0,2,0,5,NM,{'okhttp.srcml.xml_identifiers'},1074,2967
String,alt Name,NM N,Name,N,N,N,N,1,2,2,5,N,{'okhttp.srcml.xml_identifiers'},1074,2968
path,alternative Cache Name,NM NM N,alternative,NM,NM,NM,NM,0,3,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1075,2969
path,alternative Cache Name,NM NM N,Cache,NM,N,N,N,1,3,1,5,NM,{'irrlicht.srcml.xml_identifiers'},1075,2970
path,alternative Cache Name,NM NM N,Name,N,N,N,N,2,3,2,5,N,{'irrlicht.srcml.xml_identifiers'},1075,2971
float,ambient coefficient,NM N,ambient,NM,NM,NM,NM,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1076,2972
float,ambient coefficient,NM N,coefficient,N,N,N,NM,1,2,2,5,N,{'bullet3.srcml.xml_identifiers'},1076,2973
KPrPredefinedAnimationsLoader,animations Data,NM NPL,animations,NM,N,NPL,NPL,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1077,2974
KPrPredefinedAnimationsLoader,animations Data,NM NPL,Data,N,N,NPL,NPL,1,2,2,5,NPL,{'calligra.srcml.xml_identifiers'},1077,2975
String,App ID,NM N,App,NM,NM,N,N,0,2,0,5,NM,{'opencv.srcml.xml_identifiers'},1078,2976
String,App ID,NM N,ID,N,N,N,N,1,2,2,5,N,{'opencv.srcml.xml_identifiers'},1078,2977
Collection,arg Mismatch Stubbings,NM NM NPL,arg,NM,N,N,N,0,3,0,5,NM,{'mockito.srcml.xml_identifiers'},1079,2978
Collection,arg Mismatch Stubbings,NM NM NPL,Mismatch,NM,N,N,N,1,3,1,5,NM,{'mockito.srcml.xml_identifiers'},1079,2979
Collection,arg Mismatch Stubbings,NM NM NPL,Stubbings,N,N,NPL,NPL,2,3,2,5,NPL,{'mockito.srcml.xml_identifiers'},1079,2980
Class,array Class,NM N,array,NM,N,N,N,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1080,2981
Class,array Class,NM N,Class,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1080,2982
SILValue,Array Struct Value,NM NM N,Array,NM,N,N,NM,0,3,0,5,NM,{'swift.srcml.xml_identifiers'},1081,2983
SILValue,Array Struct Value,NM NM N,Struct,NM,N,N,N,1,3,1,5,NM,{'swift.srcml.xml_identifiers'},1081,2984
SILValue,Array Struct Value,NM NM N,Value,N,N,N,N,2,3,2,5,N,{'swift.srcml.xml_identifiers'},1081,2985
Set,assigns,NPL,assigns,N,V,VBZ,NPL,0,1,0,5,NPL,{'junit4.srcml.xml_identifiers'},1082,2986
Authentication,auth Result,NM N,auth,NM,N,NM,N,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1083,2987
Authentication,auth Result,NM N,Result,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1083,2988
BusinessDayConvention,b d c,NM NM N,b,NM,N,N,N,0,3,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1084,2989
BusinessDayConvention,b d c,NM NM N,d,NM,NM,N,N,1,3,1,5,NM,{'QuantLib.srcml.xml_identifiers'},1084,2990
BusinessDayConvention,b d c,NM NM N,c,N,N,N,N,2,3,2,5,N,{'QuantLib.srcml.xml_identifiers'},1084,2991
bool,b Flip Horizontally,PRE V VM,b,NM,FAILURE,N,N,0,3,0,5,PRE,{'openFrameworks.srcml.xml_identifiers'},1085,2992
bool,b Flip Horizontally,PRE V VM,Flip,NM,FAILURE,VBP,V,1,3,1,5,V,{'openFrameworks.srcml.xml_identifiers'},1085,2993
bool,b Flip Horizontally,PRE V VM,Horizontally,N,FAILURE,VM,VM,2,3,2,5,VM,{'openFrameworks.srcml.xml_identifiers'},1085,2994
bool,b Multi Fullscreen,PRE NM N,b,NM,N,N,N,0,3,0,5,PRE,{'openFrameworks.srcml.xml_identifiers'},1086,2995
bool,b Multi Fullscreen,PRE NM N,Multi,NM,N,N,NM,1,3,1,5,NM,{'openFrameworks.srcml.xml_identifiers'},1086,2996
bool,b Multi Fullscreen,PRE NM N,Fullscreen,N,N,N,N,2,3,2,5,N,{'openFrameworks.srcml.xml_identifiers'},1086,2997
boolean,backprop Training,NM N,backprop,NM,N,NM,N,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1087,2998
boolean,backprop Training,NM N,Training,N,N,N,N,1,2,2,5,N,{'corenlp.srcml.xml_identifiers'},1087,2999
QString,bibliography Type,NM N,bibliography,NM,N,N,N,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1088,3000
QString,bibliography Type,NM N,Type,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1088,3001
unsigned,block Nr,NM N,block,NM,N,N,N,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1089,3002
unsigned,block Nr,NM N,Nr,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1089,3003
vector,bone Positions,NM NPL,bone,NM,NM,N,N,0,2,0,5,NM,{'ogre.srcml.xml_identifiers'},1090,3004
vector,bone Positions,NM NPL,Positions,N,N,NPL,NPL,1,2,2,5,NPL,{'ogre.srcml.xml_identifiers'},1090,3005
int,bound Port,NM N,bound,NM,NM,VBN,VBN,0,2,0,5,NM,{'grpc.srcml.xml_identifiers'},1091,3006
int,bound Port,NM N,Port,N,N,N,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1091,3007
LongConsumer,breaker Consumer,NM N,breaker,NM,N,N,N,0,2,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1092,3008
LongConsumer,breaker Consumer,NM N,Consumer,N,N,N,N,1,2,2,5,N,{'elasticsearch.srcml.xml_identifiers'},1092,3009
SILValue,Bridged Value Fun Arg,NM NM NM N,Bridged,NM,N,VBN,VBN,0,4,0,5,NM,{'swift.srcml.xml_identifiers'},1093,3010
SILValue,Bridged Value Fun Arg,NM NM NM N,Value,NM,N,N,N,1,4,1,5,NM,{'swift.srcml.xml_identifiers'},1093,3011
SILValue,Bridged Value Fun Arg,NM NM NM N,Fun,NM,N,N,N,2,4,1,5,NM,{'swift.srcml.xml_identifiers'},1093,3012
SILValue,Bridged Value Fun Arg,NM NM NM N,Arg,N,N,N,N,3,4,2,5,N,{'swift.srcml.xml_identifiers'},1093,3013
quint32,brush Hatch,NM N,brush,NM,N,N,N,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1094,3014
quint32,brush Hatch,NM N,Hatch,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1094,3015
u32,buf Num,NM N,buf,NM,N,N,N,0,2,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1095,3016
u32,buf Num,NM N,Num,N,N,N,N,1,2,2,5,N,{'irrlicht.srcml.xml_identifiers'},1095,3017
BuildContext,build Context,NM N,build,NM,N,V,V,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1096,3018
BuildContext,build Context,NM N,Context,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1096,3019
gint,build time minor,NM NM N,build,NM,N,V,V,0,3,0,5,NM,{'gimp.srcml.xml_identifiers'},1097,3020
gint,build time minor,NM NM N,time,NM,N,N,N,1,3,1,5,NM,{'gimp.srcml.xml_identifiers'},1097,3021
gint,build time minor,NM NM N,minor,N,N,NM,N,2,3,2,5,N,{'gimp.srcml.xml_identifiers'},1097,3022
Path,built Url,NM N,built,NM,NM,VBN,VBN,0,2,0,5,NM,{'kdevelop.srcml.xml_identifiers'},1098,3023
Path,built Url,NM N,Url,N,N,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1098,3024
ByteArrayView,byte Array View,NM NM N,byte,NM,N,N,N,0,3,0,5,NM,{'kdevelop.srcml.xml_identifiers'},1099,3025
ByteArrayView,byte Array View,NM NM N,Array,NM,N,N,N,1,3,1,5,NM,{'kdevelop.srcml.xml_identifiers'},1099,3026
ByteArrayView,byte Array View,NM NM N,View,N,N,N,N,2,3,2,5,N,{'kdevelop.srcml.xml_identifiers'},1099,3027
ceresproblemt,c problem,NM N,c,NM,NM,N,N,0,2,0,5,NM,{'blender.srcml.xml_identifiers'},1100,3028
ceresproblemt,c problem,NM N,problem,N,N,N,N,1,2,2,5,N,{'blender.srcml.xml_identifiers'},1100,3029
QString,cache file,NM N,cache,NM,N,N,N,0,2,0,5,NM,{'kdevelop.srcml.xml_identifiers'},1101,3030
QString,cache file,NM N,file,N,N,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1101,3031
long,call Id,NM N,call,NM,N,N,V,0,2,0,5,NM,{'okhttp.srcml.xml_identifiers'},1102,3032
long,call Id,NM N,Id,N,N,N,N,1,2,2,5,N,{'okhttp.srcml.xml_identifiers'},1102,3033
Matcher,cause Matcher,NM N,cause,NM,N,N,N,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1103,3034
Matcher,cause Matcher,NM N,Matcher,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1103,3035
Runnable,child Statement,NM N,child,NM,N,N,N,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1104,3036
Runnable,child Statement,NM N,Statement,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1104,3037
byte[],classfile Buffer,NM N,classfile,NM,N,NM,N,0,2,0,5,NM,{'mockito.srcml.xml_identifiers'},1105,3038
byte[],classfile Buffer,NM N,Buffer,N,N,N,N,1,2,2,5,N,{'mockito.srcml.xml_identifiers'},1105,3039
String,cmd Str,NM N,cmd,NM,N,N,N,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1106,3040
String,cmd Str,NM N,Str,N,N,N,N,1,2,2,5,N,{'corenlp.srcml.xml_identifiers'},1106,3041
int,code Point To,NM N P,code,NM,V,N,N,0,3,0,5,NM,{'antlr4.srcml.xml_identifiers'},1107,3042
int,code Point To,NM N P,Point,NM,N,N,N,1,3,1,5,N,{'antlr4.srcml.xml_identifiers'},1107,3043
int,code Point To,NM N P,To,N,P,P,P,2,3,2,5,P,{'antlr4.srcml.xml_identifiers'},1107,3044
QMap,color Map,NM N,color,NM,NM,N,N,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1108,3045
QMap,color Map,NM N,Map,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1108,3046
TValue,comparison Value,NM N,comparison,NM,N,N,N,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1109,3047
TValue,comparison Value,NM N,Value,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1109,3048
List,concrete Follower Indices,NM NM NPL,concrete,NM,NM,NM,NM,0,3,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1110,3049
List,concrete Follower Indices,NM NM NPL,Follower,NM,N,N,N,1,3,1,5,NM,{'elasticsearch.srcml.xml_identifiers'},1110,3050
List,concrete Follower Indices,NM NM NPL,Indices,N,N,NPL,NPL,2,3,2,5,NPL,{'elasticsearch.srcml.xml_identifiers'},1110,3051
serverconnectionstate,connection state,NM N,connection,NM,N,N,N,0,2,0,5,NM,{'grpc.srcml.xml_identifiers'},1111,3052
serverconnectionstate,connection state,NM N,state,N,N,N,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1111,3053
String,content Type String,NM NM N,content,NM,NM,N,N,0,3,0,5,NM,{'okhttp.srcml.xml_identifiers'},1112,3054
String,content Type String,NM NM N,Type,NM,N,N,N,1,3,1,5,NM,{'okhttp.srcml.xml_identifiers'},1112,3055
String,content Type String,NM NM N,String,N,N,N,N,2,3,2,5,N,{'okhttp.srcml.xml_identifiers'},1112,3056
b3ConvexPolyhedronData,convex Shapes,NM NPL,convex,NM,NM,N,N,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1113,3057
b3ConvexPolyhedronData,convex Shapes,NM NPL,Shapes,N,N,NPL,NPL,1,2,2,5,NPL,{'bullet3.srcml.xml_identifiers'},1113,3058
InvocationOnMock,current Invocation,NM N,current,NM,NM,NM,NM,0,2,0,5,NM,{'mockito.srcml.xml_identifiers'},1114,3059
InvocationOnMock,current Invocation,NM N,Invocation,N,N,N,N,1,2,2,5,N,{'mockito.srcml.xml_identifiers'},1114,3060
int16_t current_median,current median,NM N,current,NM,NM,NM,NM,0,2,0,5,NM,{'Telegram.srcml.xml_identifiers'},1115,3061
int16_t current_median,current median,NM N,median,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1115,3062
String,current Prefix,NM N,current,NM,NM,NM,NM,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1116,3063
String,current Prefix,NM N,Prefix,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1116,3064
Matrix,current Root,NM N,current,NM,NM,NM,NM,0,2,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1117,3065
Matrix,current Root,NM N,Root,N,N,N,N,1,2,2,5,N,{'QuantLib.srcml.xml_identifiers'},1117,3066
gint,curvatures height,NM N,curvatures,NM,N,NPL,NPL,0,2,0,5,NM,{'gimp.srcml.xml_identifiers'},1118,3067
gint,curvatures height,NM N,height,N,N,N,N,1,2,2,5,N,{'gimp.srcml.xml_identifiers'},1118,3068
Mat,D mat,NM N,D,NM,NM,N,N,0,2,0,5,NM,{'opencv.srcml.xml_identifiers'},1119,3069
Mat,D mat,NM N,mat,N,N,N,N,1,2,2,5,N,{'opencv.srcml.xml_identifiers'},1119,3070
FrameworkMethod,data Point Method,NM NM N,data,NM,N,NPL,N,0,3,0,5,NM,{'junit4.srcml.xml_identifiers'},1120,3071
FrameworkMethod,data Point Method,NM NM N,Point,NM,N,N,N,1,3,1,5,NM,{'junit4.srcml.xml_identifiers'},1120,3072
FrameworkMethod,data Point Method,NM NM N,Method,N,N,N,N,2,3,2,5,N,{'junit4.srcml.xml_identifiers'},1120,3073
guchar,default,N,default,N,N,N,N,0,1,0,5,N,{'gimp.srcml.xml_identifiers'},1121,3074
AutoConstantEntry,default Auto Entry,NM NM N,default,NM,N,N,N,0,3,0,5,NM,{'ogre.srcml.xml_identifiers'},1122,3075
AutoConstantEntry,default Auto Entry,NM NM N,Auto,NM,N,N,N,1,3,1,5,NM,{'ogre.srcml.xml_identifiers'},1122,3076
AutoConstantEntry,default Auto Entry,NM NM N,Entry,N,N,N,N,2,3,2,5,N,{'ogre.srcml.xml_identifiers'},1122,3077
Matx,default mat x,NM NM N,default,NM,N,N,N,0,3,0,5,NM,{'opencv.srcml.xml_identifiers'},1123,3078
Matx,default mat x,NM NM N,mat,NM,NM,N,N,1,3,1,5,NM,{'opencv.srcml.xml_identifiers'},1123,3079
Matx,default mat x,NM NM N,x,N,N,N,N,2,3,2,5,N,{'opencv.srcml.xml_identifiers'},1123,3080
bool,default open,NM N,default,NM,V,N,N,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1124,3081
bool,default open,NM N,open,N,N,NM,NM,1,2,2,5,N,{'bullet3.srcml.xml_identifiers'},1124,3082
String,default Role,NM N,default,NM,N,N,N,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1125,3083
String,default Role,NM N,Role,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1125,3084
AbstractCoreLabel,dep H,NM N,dep,NM,N,N,N,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1126,3085
AbstractCoreLabel,dep H,NM N,H,N,N,N,N,1,2,2,5,N,{'corenlp.srcml.xml_identifiers'},1126,3086
dimension2d,desktop Size,NM N,desktop,NM,N,N,N,0,2,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1127,3087
dimension2d,desktop Size,NM N,Size,N,N,N,N,1,2,2,5,N,{'irrlicht.srcml.xml_identifiers'},1127,3088
GimpVector2,dest points,NM NPL,dest,NM,NM,N,NM,0,2,0,5,NM,{'gimp.srcml.xml_identifiers'},1128,3089
GimpVector2,dest points,NM NPL,points,N,N,NPL,NPL,1,2,2,5,NPL,{'gimp.srcml.xml_identifiers'},1128,3090
gboolean,destroy with parent,V P N,destroy,NM,V,V,V,0,3,0,5,V,{'gimp.srcml.xml_identifiers'},1129,3091
gboolean,destroy with parent,V P N,with,NM,P,P,P,1,3,1,5,P,{'gimp.srcml.xml_identifiers'},1129,3092
gboolean,destroy with parent,V P N,parent,N,N,N,N,2,3,2,5,N,{'gimp.srcml.xml_identifiers'},1129,3093
Real,discount Factor,NM N,discount,NM,N,N,N,0,2,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1130,3094
Real,discount Factor,NM N,Factor,N,N,N,N,1,2,2,5,N,{'QuantLib.srcml.xml_identifiers'},1130,3095
DisposeType,dispose,N,dispose,N,V,V,V,0,1,0,5,N,{'gimp.srcml.xml_identifiers'},1131,3096
bool,do Caps,V NPL,do,NM,V,V,VBP,0,2,0,5,V,{'QuantLib.srcml.xml_identifiers'},1132,3097
bool,do Caps,V NPL,Caps,N,N,NPL,NPL,1,2,2,5,NPL,{'QuantLib.srcml.xml_identifiers'},1132,3098
DockWidgetArea,docking Area,NM N,docking,NM,N,N,N,0,2,0,5,NM,{'kdevelop.srcml.xml_identifiers'},1133,3099
DockWidgetArea,docking Area,NM N,Area,N,N,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1133,3100
int,down sample,NM N,down,NM,P,P,VM,0,2,0,5,NM,{'Telegram.srcml.xml_identifiers'},1134,3101
int,down sample,NM N,sample,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1134,3102
String,driver Type Name,NM NM N,driver,NM,N,N,N,0,3,0,5,NM,{'ogre.srcml.xml_identifiers'},1135,3103
String,driver Type Name,NM NM N,Type,NM,N,N,N,1,3,1,5,NM,{'ogre.srcml.xml_identifiers'},1135,3104
String,driver Type Name,NM NM N,Name,N,N,N,N,2,3,2,5,N,{'ogre.srcml.xml_identifiers'},1135,3105
OutputArray,dst map 2,NM N D,dst,NM,N,N,N,0,3,0,5,NM,{'opencv.srcml.xml_identifiers'},1136,3106
OutputArray,dst map 2,NM N D,map,NM,N,N,N,1,3,1,5,N,{'opencv.srcml.xml_identifiers'},1136,3107
OutputArray,dst map 2,NM N D,2,N,N,D,D,2,3,2,5,D,{'opencv.srcml.xml_identifiers'},1136,3108
bool,echo path change,V NM N,echo,NM,V,V,N,0,3,0,5,V,{'Telegram.srcml.xml_identifiers'},1137,3109
bool,echo path change,V NM N,path,NM,N,N,N,1,3,1,5,NM,{'Telegram.srcml.xml_identifiers'},1137,3110
bool,echo path change,V NM N,change,N,N,N,N,2,3,2,5,N,{'Telegram.srcml.xml_identifiers'},1137,3111
unsigned,Edit Length,NM N,Edit,NM,N,V,V,0,2,0,5,NM,{'swift.srcml.xml_identifiers'},1138,3112
unsigned,Edit Length,NM N,Length,N,N,N,N,1,2,2,5,N,{'swift.srcml.xml_identifiers'},1138,3113
List,encoded Values,NM N,encoded,NM,N,VBN,VBN,0,2,0,5,NM,{'okhttp.srcml.xml_identifiers'},1139,3114
List,encoded Values,NM N,Values,N,N,NPL,NPL,1,2,2,5,N,{'okhttp.srcml.xml_identifiers'},1139,3115
ImmutableTextSnapshotRef,End Snapshot,NM N,End,NM,N,N,N,0,2,0,5,NM,{'swift.srcml.xml_identifiers'},1140,3116
ImmutableTextSnapshotRef,End Snapshot,NM N,Snapshot,N,N,N,N,1,2,2,5,N,{'swift.srcml.xml_identifiers'},1140,3117
String,env Name,NM N,env,NM,N,N,N,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1141,3118
String,env Name,NM N,Name,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1141,3119
Real,EPS,N,EPS,N,N,NPL,N,0,1,0,5,N,{'QuantLib.srcml.xml_identifiers'},1142,3120
T,err ret,NM N,err,NM,V,V,N,0,2,0,5,NM,{'Telegram.srcml.xml_identifiers'},1143,3121
T,err ret,NM N,ret,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1143,3122
ESetTextureActive,esa,N,esa,N,N,N,N,0,1,0,5,N,{'irrlicht.srcml.xml_identifiers'},1144,3123
int,excess Workload,NM N,excess,NM,NM,NM,NM,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1145,3124
int,excess Workload,NM N,Workload,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1145,3125
path,existing symlink,NM N,existing,NM,NM,VBG,VBG,0,2,0,5,NM,{'grpc.srcml.xml_identifiers'},1146,3126
path,existing symlink,NM N,symlink,N,N,N,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1146,3127
Real,f Tolerance,NM N,f,NM,N,N,N,0,2,0,5,NM,{'ogre.srcml.xml_identifiers'},1147,3128
Real,f Tolerance,NM N,Tolerance,N,N,N,N,1,2,2,5,N,{'ogre.srcml.xml_identifiers'},1147,3129
FileChannel,file Channel,NM N,file,NM,N,N,N,0,2,0,5,NM,{'okhttp.srcml.xml_identifiers'},1148,3130
FileChannel,file Channel,NM N,Channel,N,N,N,N,1,2,2,5,N,{'okhttp.srcml.xml_identifiers'},1148,3131
Response,final Response,NM N,final,NM,NM,NM,NM,0,2,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1149,3132
Response,final Response,NM N,Response,N,N,N,N,1,2,2,5,N,{'elasticsearch.srcml.xml_identifiers'},1149,3133
int,fine priority,NM N,fine,NM,NM,NM,NM,0,2,0,5,NM,{'Telegram.srcml.xml_identifiers'},1150,3134
int,fine priority,NM N,priority,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1150,3135
gchar,first type label,NM NM N,first,NM,NM,NM,NM,0,3,0,5,NM,{'gimp.srcml.xml_identifiers'},1151,3136
gchar,first type label,NM NM N,type,NM,N,N,N,1,3,1,5,NM,{'gimp.srcml.xml_identifiers'},1151,3137
gchar,first type label,NM NM N,label,N,N,N,N,2,3,2,5,N,{'gimp.srcml.xml_identifiers'},1151,3138
Pair,flags Classifier Pair,NM NM N,flags,NM,N,NPL,NPL,0,3,0,5,NM,{'corenlp.srcml.xml_identifiers'},1152,3139
Pair,flags Classifier Pair,NM NM N,Classifier,NM,N,N,N,1,3,1,5,NM,{'corenlp.srcml.xml_identifiers'},1152,3140
Pair,flags Classifier Pair,NM NM N,Pair,N,N,N,N,2,3,2,5,N,{'corenlp.srcml.xml_identifiers'},1152,3141
vector,folder Names,NM NPL,folder,NM,N,N,N,0,2,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1153,3142
vector,folder Names,NM NPL,Names,N,N,NPL,NPL,1,2,2,5,NPL,{'openFrameworks.srcml.xml_identifiers'},1153,3143
bool,force Direct,V N,force,NM,V,N,N,0,2,0,5,V,{'kdevelop.srcml.xml_identifiers'},1154,3144
bool,force Direct,V N,Direct,N,NM,NM,VM,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1154,3145
opusint16[],frame,N,frame,N,N,N,N,0,1,0,5,N,{'Telegram.srcml.xml_identifiers'},1155,3146
float[],frame pixel coords,NM NM NPL,frame,NM,N,N,N,0,3,0,5,NM,{'blender.srcml.xml_identifiers'},1156,3147
